source URL,target URL
https://norhage.eu/product/16mm-arla-klar-polycarbonat-doppelstegplatten/,https://norhage.eu/product/multiwall-polycarbonate-16-mm-clear-arla-uv-protected-2500-g-m%c2%b2-cut-to-size/
https://norhage.eu/product/polykarbonatplater-10mm-arla-2wall-standard-storrelse/,https://norhage.eu/product/multiwall-polycarbonate-sheet-10-mm-clear-arla-uv-protected-1700-g-m%c2%b2/
